accident_id,latitude,longitude,date,severity,near_junction
ACC00369,12.788965,80.222368,2025-08-27,Grievous,Kelambakkam (ECR/OMR)
ACC00022,13.00721,80.200537,2025-01-11,Grievous,Kathipara Junction
ACC00149,13.001693,80.242886,2025-08-10,Minor,Madhya Kailash Junction
ACC00075,13.00499,80.203632,2023-04-15,Minor,Kathipara Junction
ACC00177,13.005463,80.244232,2024-08-13,Fatal,Madhya Kailash Junction
ACC00203,13.00687,80.251165,2025-11-06,Grievous,Madhya Kailash Junction
ACC00195,13.005066,80.248373,2025-10-17,Grievous,Madhya Kailash Junction
ACC00279,12.961802,80.240005,2023-05-03,Fatal,Perungudi (OMR)
ACC00396,12.789028,80.219176,2025-09-07,Grievous,Kelambakkam (ECR/OMR)
ACC00433,12.794911,80.21971,2024-11-19,Grievous,Kelambakkam (ECR/OMR)
ACC00063,13.004982,80.201578,2025-12-06,Grievous,Kathipara Junction
ACC00381,12.791593,80.219513,2025-06-16,Grievous,Kelambakkam (ECR/OMR)
ACC00141,13.133783,80.212092,2025-02-07,Minor,Retteri Junction
ACC00395,12.787286,80.219042,2023-09-23,Minor,Kelambakkam (ECR/OMR)
ACC00287,12.958497,80.240121,2023-03-01,Minor,Perungudi (OMR)
ACC00179,13.01141,80.24494,2024-02-10,Minor,Madhya Kailash Junction
ACC00246,12.957091,80.240074,2023-08-10,Minor,Perungudi (OMR)
ACC00163,12.99981,80.24256,2024-08-29,Minor,Madhya Kailash Junction
ACC00251,12.967035,80.246494,2025-07-18,Fatal,Perungudi (OMR)
ACC00380,12.793808,80.221941,2023-11-24,Grievous,Kelambakkam (ECR/OMR)
ACC00423,12.789914,80.220375,2023-10-02,Fatal,Kelambakkam (ECR/OMR)
ACC00410,12.784609,80.22058,2024-09-01,Minor,Kelambakkam (ECR/OMR)
ACC00361,12.92824,80.128512,2025-11-05,Grievous,Tambaram (GST Road)
ACC00148,13.002235,80.249295,2024-07-07,Minor,Madhya Kailash Junction
ACC00384,12.786847,80.2134,2023-06-07,Grievous,Kelambakkam (ECR/OMR)
ACC00116,13.124384,80.216694,2023-11-22,Grievous,Retteri Junction
ACC00153,13.012479,80.24842,2024-03-10,Fatal,Madhya Kailash Junction
ACC00286,12.966476,80.236181,2023-02-23,Minor,Perungudi (OMR)
ACC00143,13.13438,80.216874,2023-09-05,Minor,Retteri Junction
ACC00127,13.127851,80.213967,2025-03-07,Grievous,Retteri Junction
ACC00099,13.125796,80.213591,2024-08-28,Grievous,Retteri Junction
ACC00248,12.963728,80.241823,2025-08-08,Fatal,Perungudi (OMR)
ACC00313,12.921135,80.127868,2024-10-23,Grievous,Tambaram (GST Road)
ACC00136,13.130435,80.206459,2023-02-11,Fatal,Retteri Junction
ACC00355,12.920301,80.129407,2023-09-07,Fatal,Tambaram (GST Road)
ACC00330,12.91905,80.123022,2025-02-10,Grievous,Tambaram (GST Road)
ACC00436,12.79394,80.2195,2023-02-24,Minor,Kelambakkam (ECR/OMR)
ACC00370,12.789896,80.225018,2025-01-01,Fatal,Kelambakkam (ECR/OMR)
ACC00347,12.926835,80.129572,2024-03-30,Minor,Tambaram (GST Road)
ACC00182,13.002094,80.244224,2025-06-18,Minor,Madhya Kailash Junction
ACC00280,12.958602,80.240908,2023-09-08,Grievous,Perungudi (OMR)
ACC00176,13.007266,80.248422,2025-07-11,Fatal,Madhya Kailash Junction
ACC00273,12.958934,80.245653,2025-11-01,Grievous,Perungudi (OMR)
ACC00236,12.957408,80.238221,2024-09-24,Minor,Perungudi (OMR)
ACC00089,13.126981,80.218296,2024-04-01,Minor,Retteri Junction
ACC00427,12.79191,80.216269,2023-09-21,Grievous,Kelambakkam (ECR/OMR)
ACC00193,13.004217,80.2481,2025-04-07,Grievous,Madhya Kailash Junction
ACC00270,12.963715,80.24031,2025-06-27,Fatal,Perungudi (OMR)
ACC00245,12.965607,80.243225,2024-06-20,Grievous,Perungudi (OMR)
ACC00340,12.925123,80.129207,2025-08-18,Minor,Tambaram (GST Road)
ACC00167,13.007097,80.247653,2025-09-07,Grievous,Madhya Kailash Junction
ACC00288,12.963878,80.247133,2024-11-26,Grievous,Perungudi (OMR)
ACC00107,13.130557,80.215764,2024-05-16,Fatal,Retteri Junction
ACC00266,12.957002,80.24209,2025-01-11,Grievous,Perungudi (OMR)
ACC00071,13.012793,80.203982,2023-08-01,Grievous,Kathipara Junction
ACC00362,12.922086,80.126004,2025-03-03,Grievous,Tambaram (GST Road)
ACC00032,13.010186,80.207878,2025-12-22,Grievous,Kathipara Junction
ACC00373,12.79234,80.218177,2025-10-13,Minor,Kelambakkam (ECR/OMR)
ACC00377,12.788583,80.223822,2025-06-28,Grievous,Kelambakkam (ECR/OMR)
ACC00242,12.961841,80.240172,2023-06-04,Fatal,Perungudi (OMR)
ACC00314,12.927672,80.123826,2023-05-20,Fatal,Tambaram (GST Road)
ACC00397,12.78493,80.219174,2023-06-01,Minor,Kelambakkam (ECR/OMR)
ACC00257,12.964138,80.243795,2025-07-20,Minor,Perungudi (OMR)
ACC00211,12.960379,80.237636,2023-11-08,Grievous,Perungudi (OMR)
ACC00105,13.128912,80.21173,2024-11-17,Minor,Retteri Junction
ACC00354,12.926826,80.123742,2025-12-16,Minor,Tambaram (GST Road)
ACC00212,12.961076,80.242924,2024-11-10,Grievous,Perungudi (OMR)
ACC00078,13.007061,80.199916,2023-01-20,Grievous,Kathipara Junction
ACC00215,12.966565,80.24527,2025-03-25,Grievous,Perungudi (OMR)
ACC00161,13.008145,80.248719,2024-01-15,Fatal,Madhya Kailash Junction
ACC00226,12.957595,80.244018,2025-08-10,Minor,Perungudi (OMR)
ACC00010,13.009469,80.204897,2025-01-10,Minor,Kathipara Junction
ACC00098,13.127074,80.210696,2024-09-07,Fatal,Retteri Junction
ACC00057,13.006252,80.20823,2025-09-23,Minor,Kathipara Junction
ACC00359,12.921159,80.128782,2025-05-03,Fatal,Tambaram (GST Road)
ACC00294,12.923801,80.124877,2025-09-21,Minor,Tambaram (GST Road)
ACC00017,13.004965,80.198419,2024-04-14,Minor,Kathipara Junction
ACC00125,13.132605,80.2129,2025-05-08,Grievous,Retteri Junction
ACC00349,12.928246,80.128163,2023-06-17,Fatal,Tambaram (GST Road)
ACC00421,12.792043,80.219566,2023-04-14,Grievous,Kelambakkam (ECR/OMR)
ACC00076,13.009904,80.205436,2023-01-08,Grievous,Kathipara Junction
